name	x	y	z	size	type
A1	6.858	-4.931	44.000	unknown	SEEG
A2	9.736	-5.525	43.528	unknown	SEEG
A3	13.294	-5.525	43.000	unknown	SEEG
A4	16.235	-5.802	42.542	unknown	SEEG
A5	19.878	-6.355	42.246	unknown	SEEG
A6	23.244	-6.630	41.623	unknown	SEEG
A7	26.698	-6.729	41.425	unknown	SEEG
A8	30.015	-6.926	40.930	unknown	SEEG
A9	33.884	-7.124	40.435	unknown	SEEG
A10	37.257	-7.619	40.237	unknown	SEEG
A11	40.900	-7.877	39.554	unknown	SEEG
A12	43.971	-8.014	39.544	unknown	SEEG
A13	47.564	-8.706	39.148	unknown	SEEG
A14	51.572	-8.983	38.303	unknown	SEEG
B1	2.934	29.979	36.249	unknown	SEEG
B2	6.111	30.224	36.249	unknown	SEEG
B3	10.509	30.384	35.504	unknown	SEEG
B4	14.175	30.522	35.504	unknown	SEEG
B5	18.329	30.660	35.228	unknown	SEEG
B6	22.239	30.835	35.000	unknown	SEEG
B7	26.028	30.936	34.676	unknown	SEEG
B8	30.154	30.924	34.461	unknown	SEEG
B9	33.979	31.359	34.561	unknown	SEEG
B10	37.803	31.359	34.461	unknown	SEEG
B11	41.828	31.795	34.360	unknown	SEEG
B12	45.653	31.795	33.554	unknown	SEEG
B13	49.577	31.795	33.554	unknown	SEEG
B14	53.402	31.359	33.554	unknown	SEEG
B15	58.081	31.729	33.000	unknown	SEEG
B16	61.878	32.083	32.824	unknown	SEEG
C1	37.088	37.986	26.706	unknown	SEEG
C2	40.537	38.505	27.379	unknown	SEEG
C3	43.974	38.505	28.000	unknown	SEEG
C4	47.151	38.877	28.573	unknown	SEEG
C5	50.450	39.484	29.363	unknown	SEEG
D1	32.531	-17.364	33.688	unknown	SEEG
D2	36.305	-16.782	33.000	unknown	SEEG
D3	39.445	-16.049	32.481	unknown	SEEG
D4	42.965	-15.559	31.631	unknown	SEEG
D5	46.324	-15.382	31.509	unknown	SEEG
D6	49.867	-14.336	31.000	unknown	SEEG
D7	53.126	-13.677	30.615	unknown	SEEG
E1	6.615	-24.121	34.000	unknown	SEEG
E2	9.744	-25.213	33.453	unknown	SEEG
E3	13.033	-26.305	32.603	unknown	SEEG
E4	16.482	-27.034	32.360	unknown	SEEG
E5	19.691	-27.815	32.000	unknown	SEEG
E6	23.141	-28.733	31.509	unknown	SEEG
E7	26.430	-29.822	31.000	unknown	SEEG
E8	29.720	-30.674	30.659	unknown	SEEG
E9	33.249	-31.524	30.295	unknown	SEEG
E10	36.347	-32.581	30.000	unknown	SEEG
E11	39.828	-33.345	29.444	unknown	SEEG
E12	43.209	-34.373	29.000	unknown	SEEG
E13	46.446	-35.373	29.000	unknown	SEEG
F1	28.488	-31.941	15.595	unknown	SEEG
F2	31.890	-32.488	15.000	unknown	SEEG
F3	35.420	-32.568	15.000	unknown	SEEG
F4	38.789	-32.864	14.354	unknown	SEEG
F5	42.239	-33.262	13.636	unknown	SEEG
F6	45.929	-33.661	13.476	unknown	SEEG
F7	49.379	-33.853	13.470	unknown	SEEG
G1	9.105	-40.801	17.000	unknown	SEEG
G2	11.747	-40.801	16.218	unknown	SEEG
G3	15.749	-40.801	15.496	unknown	SEEG
G4	18.711	-41.377	15.176	unknown	SEEG
G5	22.233	-41.377	14.455	unknown	SEEG
G6	25.914	-41.812	14.214	unknown	SEEG
G7	29.356	-42.248	13.413	unknown	SEEG
G8	32.638	-42.248	13.493	unknown	SEEG
G9	36.320	-42.248	12.452	unknown	SEEG
G10	40.082	-42.684	12.452	unknown	SEEG
G11	43.353	-42.912	11.912	unknown	SEEG
G12	47.125	-43.119	11.330	unknown	SEEG
H1	14.904	-53.633	14.000	unknown	SEEG
H2	17.590	-54.050	13.333	unknown	SEEG
H3	21.112	-54.291	12.612	unknown	SEEG
H4	24.643	-54.612	12.000	unknown	SEEG
H5	28.172	-54.779	11.243	unknown	SEEG
H6	31.597	-55.254	10.769	unknown	SEEG
H7	34.559	-55.495	10.369	unknown	SEEG
H8	38.281	-55.656	9.608	unknown	SEEG
I1	-7.577	29.624	38.000	unknown	SEEG
I2	-11.116	28.787	38.518	unknown	SEEG
I3	-15.278	27.831	38.598	unknown	SEEG
I4	-19.120	26.875	38.598	unknown	SEEG
I5	-22.741	26.158	39.000	unknown	SEEG
I6	-27.204	25.082	39.399	unknown	SEEG
I7	-30.806	24.604	39.399	unknown	SEEG
I8	-34.648	23.727	39.559	unknown	SEEG
I9	-38.089	22.941	39.559	unknown	SEEG
I10	-42.221	21.977	40.000	unknown	SEEG
I11	-46.173	21.174	40.441	unknown	SEEG
I12	-50.096	20.451	40.601	unknown	SEEG
I13	-53.773	19.809	41.000	unknown	SEEG
I14	-57.431	19.094	41.000	unknown	SEEG
J1	-14.559	30.538	31.561	unknown	SEEG
J2	-18.077	29.723	31.561	unknown	SEEG
J3	-21.221	29.024	31.561	unknown	SEEG
J4	-24.715	28.325	31.561	unknown	SEEG
J5	-28.003	27.625	31.975	unknown	SEEG
J6	-31.504	26.926	31.800	unknown	SEEG
J7	-34.830	26.052	32.326	unknown	SEEG
J8	-38.156	25.352	32.501	unknown	SEEG
J9	-41.656	24.653	32.326	unknown	SEEG
J10	-44.982	23.779	32.501	unknown	SEEG
J11	-48.307	23.079	32.501	unknown	SEEG
J12	-51.808	22.205	32.501	unknown	SEEG
J13	-55.309	21.331	32.501	unknown	SEEG
J14	-58.809	20.631	32.676	unknown	SEEG
J15	-62.094	19.932	33.000	unknown	SEEG
J16	-65.351	19.387	33.000	unknown	SEEG
