name	x	y	z	size	type
A1	11.265	-76.510	-9.253	unknown	SEEG
A2	14.049	-76.207	-8.500	unknown	SEEG
A3	17.559	-75.567	-8.049	unknown	SEEG
A4	20.918	-74.354	-6.987	unknown	SEEG
A5	24.276	-73.747	-6.531	unknown	SEEG
A6	27.634	-73.293	-5.924	unknown	SEEG
A7	31.298	-72.231	-5.013	unknown	SEEG
A8	34.351	-71.321	-4.255	unknown	SEEG
A9	37.862	-70.706	-3.500	unknown	SEEG
A10	41.068	-70.108	-3.040	unknown	SEEG
A11	44.731	-69.330	-2.500	unknown	SEEG
A12	48.090	-68.592	-1.978	unknown	SEEG
A13	51.561	-67.794	-1.500	unknown	SEEG
B1	9.814	-69.494	14.939	unknown	SEEG
B2	12.761	-67.985	15.174	unknown	SEEG
B3	16.384	-66.014	15.478	unknown	SEEG
B4	20.006	-64.043	15.629	unknown	SEEG
B5	23.628	-62.678	15.781	unknown	SEEG
B6	27.250	-61.162	15.933	unknown	SEEG
B7	30.989	-59.797	15.933	unknown	SEEG
B8	34.611	-58.145	16.500	unknown	SEEG
B9	38.350	-56.764	16.844	unknown	SEEG
B10	42.090	-55.703	16.995	unknown	SEEG
B11	45.829	-54.490	17.147	unknown	SEEG
B12	49.684	-52.973	17.299	unknown	SEEG
B13	53.280	-51.305	17.451	unknown	SEEG
B14	56.944	-49.789	17.906	unknown	SEEG
B15	60.275	-48.111	18.061	unknown	SEEG
C1	6.569	-52.063	19.500	unknown	SEEG
C2	9.311	-52.063	20.952	unknown	SEEG
C3	12.694	-52.296	21.998	unknown	SEEG
C4	16.168	-52.412	23.160	unknown	SEEG
C5	19.459	-52.338	24.500	unknown	SEEG
C6	22.567	-52.412	25.832	unknown	SEEG
C7	25.949	-52.528	26.878	unknown	SEEG
C8	29.332	-52.760	27.923	unknown	SEEG
C9	32.349	-52.796	29.500	unknown	SEEG
C10	35.640	-52.992	30.944	unknown	SEEG
C11	39.168	-53.108	31.990	unknown	SEEG
C12	42.557	-53.350	33.500	unknown	SEEG
C13	45.829	-53.340	34.778	unknown	SEEG
C14	49.017	-53.407	35.910	unknown	SEEG
D1	45.671	-1.956	8.731	unknown	SEEG
D2	48.779	-1.681	9.500	unknown	SEEG
D3	52.344	-1.155	10.159	unknown	SEEG
D4	55.635	-0.792	10.795	unknown	SEEG
D5	59.201	-0.583	11.500	unknown	SEEG
D6	62.675	-0.066	12.068	unknown	SEEG
D7	66.090	0.168	12.670	unknown	SEEG
E1	45.671	16.371	13.931	unknown	SEEG
E2	48.748	16.371	13.604	unknown	SEEG
E3	52.414	16.371	13.210	unknown	SEEG
E4	56.081	16.371	13.079	unknown	SEEG
E5	59.485	16.719	12.817	unknown	SEEG
E6	63.020	16.719	12.555	unknown	SEEG
E7	66.885	16.627	12.500	unknown	SEEG
F1	7.484	11.344	53.925	unknown	SEEG
F2	10.489	12.039	54.500	unknown	SEEG
F3	14.188	12.675	54.994	unknown	SEEG
F4	17.655	13.461	55.387	unknown	SEEG
F5	21.122	14.377	55.518	unknown	SEEG
F6	24.590	15.294	55.780	unknown	SEEG
F7	28.057	16.080	55.911	unknown	SEEG
F8	31.640	16.996	56.305	unknown	SEEG
F9	34.992	17.939	56.500	unknown	SEEG
F10	38.344	18.864	56.500	unknown	SEEG
F11	41.811	19.906	56.500	unknown	SEEG
F12	45.284	20.716	56.829	unknown	SEEG
F13	48.426	21.873	57.091	unknown	SEEG
F14	52.085	22.986	57.131	unknown	SEEG
G1	13.269	24.591	73.671	unknown	SEEG
G2	16.102	24.355	71.500	unknown	SEEG
G3	19.370	24.129	70.035	unknown	SEEG
G4	22.322	23.899	67.958	unknown	SEEG
G5	25.274	23.322	65.996	unknown	SEEG
G6	28.331	23.092	64.149	unknown	SEEG
G7	31.599	22.630	62.994	unknown	SEEG
G8	34.867	22.139	61.500	unknown	SEEG
G9	38.135	21.823	60.224	unknown	SEEG
G10	41.403	21.593	59.070	unknown	SEEG
G11	44.670	21.016	57.916	unknown	SEEG
G12	48.369	20.901	57.108	unknown	SEEG
G13	51.028	20.515	56.500	unknown	SEEG
G14	54.842	20.284	55.500	unknown	SEEG
G15	58.400	20.075	54.454	unknown	SEEG
H1	15.891	40.183	38.033	unknown	SEEG
H2	18.860	40.814	38.402	unknown	SEEG
H3	22.744	41.550	38.928	unknown	SEEG
H4	26.328	42.076	39.139	unknown	SEEG
H5	29.807	42.716	39.500	unknown	SEEG
H6	33.180	43.339	39.876	unknown	SEEG
H7	36.553	44.180	40.191	unknown	SEEG
H8	40.032	44.811	40.507	unknown	SEEG
H9	43.722	45.547	41.139	unknown	SEEG
H10	47.102	46.533	41.476	unknown	SEEG
